movie_id,title,year,directors,actors,genres
134,citizen kane,1941,Orson Welles,Joseph Cotten Dorothy Comingore Agnes Moorehead Ruth Warrick Ray Collins Erskine Sanford Everett Sloane William Alland Paul Stewart George Coulouris Fortunio Bonanova Gus Schilling Philip Van Zandt Georgia Backus Harry Shannon Sonny Bupp Buddy Swan Orson Welles Don Ackerman Loretta Agar Demetrius Alexis Peter Allen William Alston Baudelio Alva T. Lockwood Arbright Sam Ash Michael Audley Walter Bacon Harry A. Bailey Richard Barr Alva Baudena Charles Bennett Joan Blair Danny Borzage Robert Brent James Brought Morgan Brown Harry Burkhardt William Calkins Porter Chase Gene Chervow J.J. Clark Dorothy Cleveland Edmund Cobb Eddie Coke Nat 'King' Cole Tom Coleman Gene Coogan Sally Corner Gino Corrado Herbert Corthell Maurice Costello Irene Crosby Charles Cross Thomas A. Curran Louise Currie Jack Curtis Ed Dahlen Ernie Daniels Coy Danz Margaret Davis Tim Davis Dona Dax Marie Day Petra R. de Silva Gayle DeCamp Frances Deets Carl Deloro George DeNormand Eddie Dew John Dilson Robert Dudley Lou Duello Suzanne Dulier Art Dupuis Pauline Easterday Al Eben Johnny Eckert Jack Egan Carl Ekberg Richard Elmore Edith Evanson Carl Faulkner Juanita Fields Jack Floyd Ray Flynn Monty Ford Jean Forward Olin Francis Louise Franklin Al Frazier Guy Gada Gloria Gale Captain Garcia Jack Gargan Bud Geary Rudy Germane Bob Gladman Renee Godfrey Jerry Gordon Peter Gowland Jimmy Grant Jesse Graves Ernest Grooney Jack Gwynne Robert Haines Frank Haney Harry Harris Sam Harris Lew Harvey Henry Hebert Edward L. Hemmer Cliff Herd Bryan 'Slim' Hightower Harlan Hoagland John Huettner Mitchell Ingraham Jack Itay Jack Jahries Walter James George W. Jimenez Clayton Jones Edna Mae Jones Harry Jones Alexander Julian William Kane Arthur Kay Ivy Keene E. Kerry Milton Kibbee Laura Knight Alan Ladd Mike Lally Carmen Laroux Perc Launders Walter Lawrence Bob Lawson Bert LeBaron David Ledner Adam Linke J.D. Lockhart Mary Lorraine Ellen Lowe Ludwig Lowry Buck Mack James T. Mack Evelyn Mackert Teddy Mangean Herman J. Mankiewicz Jack Manolas Joe Manz Loretta Marsh Mickey Martin Clyde McAtee Major McBride Lee McCluskey John McCormack Frank McLure Charles Meakin Hercules Mendez Jim Merritt Buddy Messinger E.G. Miller Irving Mitchell Bert Moorhouse Philip Morris Jack Morton Louis Natheaux Frances E. Neal Lillian Nicholson Leda Nicova George Noisom Joseph North John Northpole Field Norton William H. O'Brien Arthur O'Connell Frank O'Connor Paddy O'Flynn Lillian O'Malley Edward Peil Jr. Gerald Pierce Thomas Pogue Russ Powell J.R. Ralston Terrance Ray Jack Raymond William Reed Guy Repp Jolane Reynolds Sam Rice Verne Richards Suzanne Ridgway Cyril Ring Myrtle Rishell Jack Robbins Don Roberts George Rogers Victor Romito Benny Rubin Shimen Ruskin Edward Ryan Jack Ryan Robert Samven Walter Sande Jack Santoro Francis Sayles Dick Scott Ruth Seeley George Sherwood Brent Shugar Bruce Sidney Guy Smith Roy Smith Vince Speaker George Sperry Sam Steele Tom Steele Ralph Stein Bert Stevens Landers Stevens Dimas Sutteno Jack Taylor Norman Taylor Bob Terry Karl Thomas Robert B. Tobin Gregg Toland Kathryn Trosper Fred Trowbridge Glen Turnbull Gohr Van Vleck Harry J. Vejar Tim Wallace Ken Weaver Charles West Larry Wheat Patrick Whitney Jan Wiley Bill Wilkens Larry Williams Tudor Williams Richard Wilson Vivian Wilson Roland Winters Vera Winters Arthur Yeoman Louis Young,Drama Mystery
135,2001 a space odyssey,1968,Stanley Kubrick,Keir Dullea Gary Lockwood William Sylvester Daniel Richter Leonard Rossiter Margaret Tyzack Robert Beatty Sean Sullivan Douglas Rain Frank Miller Bill Weston Ed Bishop Glenn Beck Alan Gifford Ann Gillis Edwina Carroll Penny Brahms Heather Downham Mike Lovell John Ashley Jimmy Bell David Charkham Simon Davis Jonathan Daw Péter Delmár Terry Duggan David Fleetwood Danny Grover Brian Hawley David Hines Tony Jackson John Jordan Scott MacKee Laurence Marchant Darryl Paes Joe Refalo Andy Wallace Bob Wilyman Richard Woods Martin Amor S. Newton Anderson Ann Barrass Sheraton Blount Ann Bormann John Clifford Harold Coyne Julie Croft Harry Fielder Penny Francis Jane Hayward Lew Hooper Judy Keirn Kenneth Kendall Maya Koumani Vivian Kubrick Roy Lansford Maggie London Marcella Markham Irena Marr Krystyna Marr Chela Matthison Colin McKenzie Kim Neil Jane Pearl Penny Pearl Ivor Powell Doug Robinson Jennifer Sanders Kevin Scott John Swindells Burnell Tucker,Adventure Sci-Fi
136,mr smith goes to washington,1939,Frank Capra,Jean Arthur James Stewart Claude Rains Edward Arnold Guy Kibbee Thomas Mitchell Eugene Pallette Beulah Bondi H.B. Warner Harry Carey Astrid Allwyn Ruth Donnelly Grant Mitchell Porter Hall H.V. Kaltenborn Charles Lane Pierre Watkin Dick Elliott William Demarest Billy Watson Delmar Watson Harry Watson Larry Simms Garry Watson Erville Alderson Harry Anderson Stanley Andrews William Arnold Sam Ash Edwin August Frank Austin Harry A. Bailey Tommy Baker Kathryn Bates Brooks Benedict Wilson Benge Edward Biby Wade Boteler Harry C. Bradley Lynton Brent Ed Brewer Al Bridge Harlan Briggs Edward Brophy Tommy Bupp Harry Burkhardt Frederick Burton Georgia Caine Ken Carpenter Jack Carson Burr Caruth Maurice Cass Allan Cavan Eddy Chandler George Chandler Davison Clark Dora Clement Richard Clucas Shirley Coates Edmund Cobb Eddie Coke Dorothy Comingore Chester Conklin Hal Cooke George Cooper Georgie Cooper Jack Cooper Nick Copeland Anne Cornwall Gino Corrado Maurice Costello Alec Craig Beatrice Curtis Lew Davis Dulce Day Wally Dean Vernon Dent Harry Depp Joe Devlin Clyde Dilson John Dilson Neal Dodd Ann Doran Lester Dorr Robert Dudley Edward Earle Helen Jerome Eddy Jack Egan Douglas Evans Eddie Fetherston Mabel Forrest Byron Foulger Gladys Gale Jack Gardner Frances Gifford June Gittelson Gus Glassmire Mary Gordon Jesse Graves Lorna Gray Roger Haliday Cliff Hall Wilfred Hari Harry Hayden Henry Hebert Louis Jean Heydt Fred Hoose Philip Hurlic Olaf Hytten John Ince Lloyd Ingraham Mitchell Ingraham Frank Jaquet Dick Jensen John Lester Johnson Dickie Jones Eddie Kane Robert Emmett Keane Donald Kerr Milton Kibbee Joe King Richard Kipling Evalyn Knapp Wright Kramer Paul Kruger Bobby Larson Billy Lechner P.H. Levy Vera Lewis Jack Lindquist George Lloyd Arthur Loft Jane Loofbourrow Jack Low Jackie Lowe Jimmie Lucas Wilfred Lucas Stanley Mack Mary MacLaren Hank Mann Margaret Mann Thomas Martin Eric Mayne Philo McCullough Ralph McCullough Matt McHugh George McKay Lafe McKee Sammy McKim Frank McLure James McNamara Robert Middlemass James Millican Howard M. Mitchell Charles R. Moore Bert Moorhouse Gene Morgan Robert Morgan Edmund Mortimer William Newell Ray Nichols Field Norton Alex Novinsky Frank O'Connor Frank Otto Joe Palma Blanche Payson Frank Puglia Spencer Quinn Tom Quinn Ed Randolph Charles Regan Jack Rice Jack Richardson Henry Roquemore Johnny Russell Walter Sande Russell Simpson Walter Soderling Harry Stafford Wyndham Standing Paul Stanton Larry Steers Count Stefenelli Robert Sterling Craig Stevens Landers Stevens Carl Stockdale Harry Strang Charles Sullivan Ben Taggart Emma Tansey Dub Taylor Ferris Taylor Harry Tenbrook Arthur Thalasso Edward Thomas Frank M. Thomas Layne Tom Jr. Fred 'Snowflake' Toones Victor Travis Laura Treadwell John Tyrrell Frederick Vroom Bess Wade David Wade Max Waizmann Robert Walker Myonne Walsh John Ward Billy Wayne Lloyd Whitlock Dave Willock Florence Wix Eleanor Wood William Worthington,Comedy Drama
137,big night,1996,Campbell Scott Stanley Tucci,Marc Anthony Tony Shalhoub Stanley Tucci Larry Block Caroline Aaron Andre Belgrader Minnie Driver Peter McRobbie Isabella Rossellini Liev Schreiber Pasquale Cajano Christine Tucci Gene Canfield Ian Holm Allison Janney Tina Bruno Peter Appel Jack O'Connell Campbell Scott Karen Shallo Alvaleta Guess Tamar Kotoske Robert W. Castle Susan Floyd Dina Spybey-Waters Seth Jones Hélène Cardona Ken Cheeseman David Wenzel,Drama Romance
138,d3 the mighty ducks,1996,Robert Lieberman,Emilio Estevez Jeffrey Nordling David Selby Heidi Kling Joshua Jackson Joss Ackland Elden Henson Shaun Weiss Vincent LaRusso Matt Doherty Garette Ratliff Henson Marguerite Moreau Michael Cudlitz Christopher Orr Aaron Lohr Ty O'Neal Kenan Thompson Mike Vitar Colombe Jacobsen-Derstine Justin Wong Scott Whyte Margot Finley Lynn Philip Seibel Benjamin Salisbury Eliza Coyle James Craven Claudia Wilkens Melissa Keller Samantha Harris Jack White Steven Brill Mary Brill Jeannette Kerner Herbert Brill Mike Kelly Claire Bednarski Jerry Kerner Bert Sandberg Mark L. Colbenson Christopher Day Stephen Dowling James Huffman Paul Kariya Larissa Lowthorp Jessica Ortega Tomas Settell Jimmy Star Brent Teclaw Ryan Wotherspoon,Action Comedy Drama Family Sport
139,love bug the,1969,,,
140,homeward bound the incredible journey,1993,Duwayne Dunham,Don Alder Ed Bernard Kevin Chevalia Anne Christianson Ted D'Arms Woody Eney Kim Greist Rich Hawkins Robert Hays Nurmi Husa Jane Jones Veronica Lauren David MacIntyre Kit McDonough Mary Marsh Nicholas Mastandrea Glenn Mazen Mariah Milner Janet Penner William Phipps Dorothy Roberts Frank Roberts Jean Smart Virginia Spray Gary Taylor Mark L. Taylor Benj Thall Peggy West Frank Welker Michael J. Fox Sally Field Don Ameche Ben Rattler Tiki Bart the Bear Jesse Merz William Rossman Caroll Spinney Kaylee Lynn Stein,Adventure Comedy Drama Family
141,20000 leagues under the sea,1954,Richard Fleischer,Kirk Douglas James Mason Paul Lukas Peter Lorre Robert J. Wilke Ted de Corsia Carleton Young J.M. Kerrigan Percy Helton Ted Cooper Walter Bacon John Barton Oscar Blank Chet Brandenburg George Bruggeman John Daheim Esmeralda Jack Gargan Harper Goff Fred Graham Charles Grodin Harry Harvey Walter Lawrence Ray Linn Jr. Dayton Lummis Eddie Marr Laurie Mitchell T. Monaghan Charles Morton Ron Nyman Gloria Pall Jack Pennick Bob Reeves Robert Robinson John Roy Jack Stoney S. Tarnell Herb Vigran Sailor Vincent,Adventure Drama Family Fantasy Sci-Fi
142,bedknobs and broomsticks,1971,Robert Stevenson Ward Kimball,Angela Lansbury David Tomlinson Roddy McDowall Sam Jaffe John Ericson Bruce Forsyth Cindy O'Callaghan Roy Snart Ian Weighill Tessie O'Shea Arthur Gould-Porter Ben Wrigley Reginald Owen Cyril Delevanti Rick Traeger Manfred Lating John Orchard Bob Holt Lennie Weinrib Dal McKennon Leon Alton Conrad Bachmann Frank Baker Don Barclay Jane Betts Eric Brotherson James Brugman Patrick Sullivan Burke Cosmic Creepus Patrick Dennis-Leigh Anthony Eustrel Morgan Farley Bobby Gilbert Ina Gould Ed Haskett Delos Jewkes Sid Kane Milt Larsen Edith Leslie Ysabel MacCloskey Arthur Malet George Mann Chris Marks James McInnes Barbara Morrison William H. O'Brien Richard Peel Maria Pogee Jack Raine Maxine Semon Arthur Space Hank Worden,Animation Adventure Comedy Family Fantasy Musical
143,sound of music the,1965,Robert Wise,Julie Andrews Christopher Plummer Eleanor Parker Richard Haydn Peggy Wood Charmian Carr Heather Menzies-Urich Nicholas Hammond Duane Chase Angela Cartwright Debbie Turner Kym Karath Anna Lee Portia Nelson Ben Wright Daniel Truhitte Norma Varden Gilchrist Stuart Marni Nixon Evadne Baker Doris Lloyd Leon Alton Gertrude Astor Frank Baker Herman Boden Alan Callow Steve Carruthers James Gonzalez Sam Harris Dorothy Jeakins Irvin 'Zabo' Koszewski Ada Beth Lee William Meader Monty O'Grady Jean Ransome Fred Rapport Leoda Richards Jeffrey Sayre Bernard Sell Norman Stevans Bert Stevens Doreen Tryden Maria von Trapp,Biography Drama Family Musical Romance
144,die hard,1988,John McTiernan,Bruce Willis Bonnie Bedelia Reginald VelJohnson Paul Gleason De'voreaux White William Atherton Hart Bochner James Shigeta Alan Rickman Alexander Godunov Bruno Doyon Andreas Wisniewski Clarence Gilyard Jr. Joey Plewa Lorenzo Caccialanza Gérard Bonn Dennis Hayden Al Leong Gary Roberts Hans Buhringer Wilhelm von Homburg Robert Davi Grand L. Bush Bill Marcus Rick Ducommun Matt Landers Carmine Zozzora Dustyn Taylor George Christy Anthony Peck Cheryl Baker Richard Parker David Ursin Mary Ellen Trainor Harri James Shelley Pogoda Selma Archerd Scot Bennett Rebecca Broussard Kate Finlayson Shanna Higgins Kym Malin Taylor Fry Noah Land Betty Carvalho Kip Waldo Mark Goldstein Tracy Reiner Rick Cicetti Fred Lerner Bill Margolin Bob Jennings Bruce P. Schultz David Katz Robert Lesser Stella Hall Terri Lynn Doss Jon E. Greene P. Randall Bowers Michele Laybourn Rick Bross Bob Harks Conrad Hurtt Bettina M. Johnson T.J. Jones Eric Kay Marshall Dancing Elk Lucas Gary Pinkston Chuck Riley Stan Rodarte Mark Winn,Action Thriller
145,lawnmower man the,1992,Brett Leonard,Jeff Fahey Pierce Brosnan Jenny Wright Mark Bringelson Geoffrey Lewis Jeremy Slate Dean Norris Colleen Coffey Jim Landis Troy Evans Rosalee Mayeux Austin O'Brien Michael Gregory Joe Hart John Laughlin Ray Lykins Michael Valverde Dale Raoul Frank Collison John Smart Stephen Gregory Foster Doug Hutchison Denney Pierce Roger Rook Craig Benton Randall Fontana Mara Duronslet Duane Byrne Bruce Holman Darrell Mapson,Horror Sci-Fi
146,unhook the stars,1996,Nick Cassavetes,Gena Rowlands Marisa Tomei Gérard Depardieu Jake Lloyd Moira Kelly David Sherrill David Thornton Bridgette Wilson-Sampras Bobby Cooper Clint Howard David Rowlands Jamie Bozian Christy Lenk Brittney Lewis Vinnie Curto D. Chance Williams Gérard L'Heureux Tom Proctor Dru Homer Barby Garcia Anthony Garibaldi Frank Gerrish Christopher Robin Miller Joseph Quinn Simpkins James Woodson Dennis W. Zerull,Drama Romance
147,long kiss goodnight the,1996,Renny Harlin,Geena Davis Samuel L. Jackson Yvonne Zima Craig Bierko Tom Amandes Brian Cox Patrick Malahide David Morse Joseph McKenna Melina Kanakaredes Dan Warry-Smith Kristen Bone Jennifer Pisana Rex Linn Alan North Edwin Hodge Bill MacDonald Gladys O'Connor Frank Moore G.D. Spradlin Graham McPherson Sharon Washington Judah Katz Robert Thomas John Stead Marc Cohen Chad Donella Deborah Kirshenbaum Shawn Doyle Ken Ryan Susan Henley Craig Eldridge Charles A. Tamburro Larry King Gerry Bamman Michael G. Brown Reginald Doresa Paul Essiembre Erin Gooderham Michael K. Jones Carrie Loring Lisa Wegner Brad Wozny Sean Young,Action Crime Drama Mystery Thriller
148,ghost and the darkness the,1996,Stephen Hopkins,Michael Douglas Val Kilmer Tom Wilkinson John Kani Bernard Hill Brian McCardie Emily Mortimer Om Puri Henry Cele Kurt Egelhof Satchu Annamalai Teddy Reddy Raheem Khan Jack Devnarain Glen Gabela Richard Nwamba Nick Lorentz Alex Ferns Kaycey Padayachee Giles Masters Patrick Gifford Justin Gifford George Middlekoop Bongo Stephen Evans,Adventure Drama Thriller
149,jude,1996,Michael Winterbottom,Christopher Eccleston Kate Winslet Liam Cunningham Rachel Griffiths June Whitfield Ross Colvin Turnbull James Daley Berwick Kaler Sean McKenzie Richard Albrecht Caitlin Bossley Emma Turner Lorraine Hilton James Nesbitt Mark Lambert Paul Bown Amanda Ryan Vernon Dobtcheff David Tennant Darren Tighe Paul Copley Ken Jones Roger Ashton-Griffiths Raymond Ross Freda Dowie Dexter Fletcher Moray Hunter Adrian Bower Kerry Shale Billie Dee Roberts Chantel Neary James Scanlon Allan McGuinness Guy Standeven,Drama Romance
150,swingers,1996,Doug Liman,Jon Favreau Vince Vaughn Ron Livingston Patrick Van Horn Alex Désert Heather Graham Deena Martin Katherine Kendall Brooke Langton Blake Lindsley Kevin James Kelly Stephanie Ittleson Vernon Vaughn Joan Favreau Rio Hackford Caitlyn Tyler Cole Maddie Corman Marty & Elayne Big Bad Voodoo Daddy Sheri Rosenblum Stasea Rosenblum Pamela Shaw Tom Alley Phil Dixon Ashley M. Rogers Jay Diola Nicholas Gagliarducci David Gould Bill Phillips Mensur Hamud Ahmed Ahmed Eufemia Plimpton Melinda Starr Samantha Lemole Jessica Buchman Caroline O'Meara Gary Aurbach Brad Halvorson Christopher R. Joyce Edward L. Rissien Jenna Rissien Mark Smith John Abraham Rachael Lin Gallaghan Lisa Guerriero Thomas Hall Damiana Kamishin Curtis Lindersmith Jennifer Lucero Pinki Marsolek Rhonda Martin Martina Migenes Paul Mojica Sam Mollo Jacob Morris Michael Scott Bernard Serrano Rosalind Smith Molly Stern Johnny Walker Lisa Wolstein Marty Bowen Stephen Gaghan Dan Kapelovitz Roger Kumble Tiffany Kuzon Nicole LaLoggia John Livingston Alan B. Samuels Genevieve Tyrrell Mike White Eden Wurmfeld,Comedy Drama
151,willy wonka and the chocolate factory,1971,Mel Stuart,Gene Wilder Jack Albertson Peter Ostrum Roy Kinnear Julie Dawn Cole Leonard Stone Denise Nickerson Nora Denney Paris Themmen Ursula Reit Michael Bollner Diana Sowle Aubrey Woods David Battley Günter Meisner Peter Capell Werner Heyking Peter Stuart Dora Altmann Victor Beaumont Rudy Borgstaller Tim Brooke-Taylor George Claydon Pat Coombs Frank Delfino Malcolm Dixon Stephen Dunne Walker Edmiston Michael Gahr Rusty Goffe Michael Goodliffe Kurt Großkurth Shin Hamano Ismed Hassan Jack Latham Franziska Liebing Gloria Manon Norman McGlen Angelo Muscat Ed Peck Pepi Poupee Marcus Powell Bob Roe Madeline Stuart Albert Wilkinson Ernst Ziegler,Family Fantasy Musical
152,sleeper,1973,Woody Allen,Woody Allen Diane Keaton John Beck Mary Gregory Don Keefer John McLiam Bartlett Robinson Chris Forbes Mews Small Peter Hobbs Susan Miller Lou Picetti Jessica Rains Brian Avery Spencer Milligan Stanley Ross John Cannon Myron Cohen Regis Cordic Howard Cosell George Furth Seamon Glass Charles H. Gray Jerry Hardin Bob Harks Harry Holcombe Doug Jinks Laurence Kirchmar Jackie Mason Read Morgan Richard Nixon Albert Popwell Douglas Rain Whitney Rydbeck,Comedy Sci-Fi
153,fish called wanda a,1988,Charles Crichton John Cleese,John Cleese Jamie Lee Curtis Kevin Kline Michael Palin Maria Aitken Tom Georgeson Patricia Hayes Geoffrey Palmer Cynthia Cleese Mark Elwes Neville Phillips Peter Jonfield Ken Campbell Al Ashton Roger Hume Roger Brierley Llewellyn Rees Michael Percival Kate Lansbury Robert Ian Mackenzie Andrew MacLachlan Roland MacLeod Jeremy Child Pamela Miles Tom Pigott Smith Katherine John Sophie Johnstone Kim Barclay Sharon Marino Patrick Newman David Simeon Imogen Bickford-Smith Tia Lee Robert Putt Waydon Croft John Dixon Anthony Pedley Robert McBain Clare McIntyre Charu Bala Chokshi Stephen Fry John Bird Chris Chering Terence Conoley Robert Goodman Pat Gorman Aidan Harrington Rebecca Moore Mike Reynell Peter Roy Guy Standeven,Comedy Crime
154,monty pythons life of brian,1979,Terry Jones,Graham Chapman John Cleese Terry Gilliam Eric Idle Terry Jones Michael Palin Terence Bayler Carol Cleveland Kenneth Colley Neil Innes Charles McKeown John Young Gwen Taylor Sue Jones-Davies Peter Brett John Case Chris Langham Andrew MacLachlan Bernard McKenna Spike Milligan Randy Feelgood George Harrison Charles Knode Monty Python,Comedy
155,dirty dancing,1987,Emile Ardolino,Jennifer Grey Patrick Swayze Jerry Orbach Cynthia Rhodes Jack Weston Jane Brucker Kelly Bishop Lonny Price Max Cantor Charles 'Honi' Coles Neal Jones 'Cousin Brucie' Morrow Wayne Knight Paula Trueman Alvin Myerovich Miranda Garrison Garry Goodrow Antone Pagán Thomas Cannold M.R. Fletcher Jesus Fuentes Heather Lea Gerdes Karen Getz Andrew Charles Koch D.A. Pauley Doriana Sanchez Jennifer Stahl Jonathan Barnes Dwyght Bryan Tom Drake John Gotz Dwayne Malphus Clifford Watkins Stamati Arakas Emile Ardolino Darren W. Conrad Lori Janney Karen Kaster Maxine McClanahan Jonathan Reed,Drama Music Romance
156,reservoir dogs,1992,Quentin Tarantino,Harvey Keitel Tim Roth Michael Madsen Chris Penn Steve Buscemi Lawrence Tierney Randy Brooks Kirk Baltz Edward Bunker Quentin Tarantino Rich Turner David Steen Tony Cosmo Stevo Polyi Michael Sottile Robert Ruth Lawrence Bender Linda Kaye Suzanne Celeste Steven Wright Laurie Lathem Maria Strova Burr Steers Craig Hamann Scott McElroy Jeff Shea Gerard van Gent Rowland Wafford,Crime Drama Thriller
157,platoon,1986,Oliver Stone,Keith David Forest Whitaker Francesco Quinn Kevin Dillon John C. McGinley Reggie Johnson Mark Moses Corey Glover Johnny Depp Chris Pedersen Bob Orwig Corkey Ford David Neidorf Tom Berenger Willem Dafoe Charlie Sheen Richard Edson Tony Todd Kevin Eshelman James Terry McIlvain J. Adam Glover Ivan Kane Paul Sanchez Dale Dye Peter Hicks Basile Achara Steve Barredo Chris Castillejo Andrew B. Clark Bernardo Manalili Than Rogers Li Thi Van Clarisa Ortacio Romy Sevilla Mathew Westfall Nick Nicholson Warren McLean Li Mai Thao Ron Barracks H. Gordon Boos Brad Cassini Mark Ebenhoch Robert 'Rock' Galotti Ken Glover Eric Hahn Berto Spoor Oliver Stone Henry Strzalkowski,Drama War
158,weekend at bernies,1989,Ted Kotcheff,Andrew McCarthy Jonathan Silverman Catherine Mary Stewart Terry Kiser Don Calfa Catherine Parks Eloise DeJoria Greg Salata Louis Giambalvo Ted Kotcheff Margaret Hall Tim Perez Mark Kenneth Smaltz Anthony Mannino Polly Segal Robert L. Horen Bruce Paul Barbour Jason Woliner Dan Cox Steve Howard Lorri Lindberg Jack Hallett John Bennes Augustina Berlings Mert Hatfield Jack Canon Nello Tare Joyce Leigh Bowden Stefanos Miltsakakis Dan Preston Jean Liles Lisa Sherrill Gannon Rachel Lewis Dan Wargo Patricia Roseman David Arey Ronald C. Ross George Cheung Lou Criscuolo Edward Little Dean Stephen Fischer Cindy Foster Jones Richard W. Boucher Leslie Sternchak Tina Diane King Scooby Vincent Phillip V. Caruso David Hummel Faye Johnson Patt Noday Kelley Poling Skeet Ulrich Anthony Welch,Adventure Comedy Crime
159,basic instinct,1992,Paul Verhoeven,Michael Douglas Sharon Stone George Dzundza Jeanne Tripplehorn Denis Arndt Leilani Sarelle Bruce A. Young Chelcie Ross Dorothy Malone Wayne Knight Daniel von Bargen Stephen Tobolowsky Benjamin Mouton Jack McGee Bill Cable Stephen Rowe Mitch Pileggi Mary Pat Gleason Freda Foh Shen William Duff-Griffin James Rebhorn David Wells Bradford English Mary Ann Rodgers Adilah Barnes Irene Olga López Juanita Jennings Craig C. Lewis Michael David Lally Peter Appel Michael Halton Keith McDaniel Eric Poppick Ron Cacas Kayla Blake Ken Liebenson Lindy Rasmusson Byron Berline Eddie Dunbar Tod McKibbin Julie Bond Jeanne Basone Doreen Foo Croft Christa Connor Patricia Anne Isgate-Hayward Dave LaBrucherie Anne Lockhart Andy Rolfes Bob Sallese Theodore Carl Soderberg Damon Stout Chase Watson,Drama Mystery Thriller
